Vuosi,Kk,Pv,Klo,Aikavyöhyke,Ilmanpaine (msl) (hPa),Sademäärä (mm),Suhteellinen kosteus (%),Ilman lämpötila (degC),Tuulen nopeus (m/s)
2017,2,25,09:00,UTC,988.4,0.6,96,-2.6,6.4
2017,2,25,09:10,UTC,988.4,,96,-2.6,5.7
2017,2,25,09:20,UTC,988.4,,96,-2.5,5.6
2017,2,25,09:30,UTC,988.5,,96,-2.4,5.1
2017,2,25,09:40,UTC,988.5,,95,-2.4,7.7
2017,2,25,09:50,UTC,988.5,,95,-2.4,7.1
2017,2,25,10:00,UTC,988.6,0.4,94,-2.5,7.1
2017,2,25,10:10,UTC,988.7,,93,-2.6,7
2017,2,25,10:20,UTC,988.8,,94,-2.7,6.4
2017,2,25,10:30,UTC,988.8,,94,-2.7,7.2
2017,2,25,10:40,UTC,988.9,,95,-2.8,7.6
2017,2,25,10:50,UTC,988.9,,96,-2.7,6.6
2017,2,25,11:00,UTC,988.9,1,96,-2.7,7.8
2017,2,25,11:10,UTC,989,,97,-2.6,6.5
2017,2,25,11:20,UTC,989.1,,97,-2.5,6.2
2017,2,25,11:30,UTC,989.2,,97,-2.3,6.2
2017,2,25,11:40,UTC,989.2,,97,-2.3,7.2
2017,2,25,11:50,UTC,989.3,,97,-2.3,6
2017,2,25,12:00,UTC,989.3,0.6,97,-2.2,6
2017,2,25,12:10,UTC,989.6,,96,-2.3,4.7
2017,2,25,12:20,UTC,989.8,,94,-2.7,3.1
2017,2,25,12:30,UTC,989.9,,93,-2.8,1.5
2017,2,25,12:40,UTC,990,,92,-2.9,1
2017,2,25,12:50,UTC,990,,93,-3,1.2
2017,2,25,13:00,UTC,990.1,0.7,93,-3,0.8
2017,2,25,13:10,UTC,990.2,,93,-3.2,1.6
2017,2,25,13:20,UTC,990.5,,88,-4,4.2
2017,2,25,13:30,UTC,990.7,,88,-4.6,3.9
2017,2,25,13:40,UTC,990.8,,89,-5.1,3.8
2017,2,25,13:50,UTC,990.9,,90,-5.2,2.9
2017,2,25,14:00,UTC,991.1,1.3,90,-5.4,2
2017,2,25,14:10,UTC,991.3,,90,-5.6,2.3
2017,2,25,14:20,UTC,991.4,,89,-5.9,3.7
2017,2,25,14:30,UTC,991.6,,89,-6.2,3.5
2017,2,25,14:40,UTC,991.7,,89,-6.3,2.7
2017,2,25,14:50,UTC,991.8,,89,-6.5,2.4
2017,2,25,15:00,UTC,992.1,0.4,90,-6.6,2
2017,2,25,15:10,UTC,992.4,,89,-6.8,2.3
2017,2,25,15:20,UTC,992.6,,88,-7.2,3.8
2017,2,25,15:30,UTC,992.9,,85,-7.8,4.2
2017,2,25,15:40,UTC,993.1,,84,-8.4,3.3
2017,2,25,15:50,UTC,993.3,,82,-8.8,2.5
2017,2,25,16:00,UTC,993.6,0,80,-9.6,2.7
2017,2,25,16:10,UTC,993.8,,78,-10.5,3.7
2017,2,25,16:20,UTC,994,,79,-11.3,3.5
2017,2,25,16:30,UTC,994.2,,81,-11.7,2.5
2017,2,25,16:40,UTC,994.4,,79,-12.3,1.9
2017,2,25,16:50,UTC,994.6,,80,-13,2.3
2017,2,25,17:00,UTC,994.8,0,81,-13.5,1.7
2017,2,25,17:10,UTC,994.9,,83,-13.9,1.3
2017,2,25,17:20,UTC,994.9,,83,-14.2,1.3
2017,2,25,17:30,UTC,995.2,,80,-14.9,1.6
2017,2,25,17:40,UTC,995.4,,81,-15.4,1.1
2017,2,25,17:50,UTC,995.5,,80,-16.1,2.5
2017,2,25,18:00,UTC,995.9,0,79,-17.1,2.6
2017,2,25,18:10,UTC,996,,80,-17.4,2.4
2017,2,25,18:20,UTC,996.2,,80,-17.6,1
2017,2,25,18:30,UTC,996.3,,79,-18.1,1.1
2017,2,25,18:40,UTC,996.5,,78,-18.6,0.9
2017,2,25,18:50,UTC,996.6,,78,-19.3,2.1
2017,2,25,19:00,UTC,996.7,0,77,-19.8,1.7
2017,2,25,19:10,UTC,996.8,,79,-20.2,0.7
2017,2,25,19:20,UTC,997,,80,-20.4,1.3
2017,2,25,19:30,UTC,997.2,,79,-20.7,1.6
2017,2,25,19:40,UTC,997.4,,77,-21.3,1.9
2017,2,25,19:50,UTC,997.5,,78,-21.8,2.5
2017,2,25,20:00,UTC,997.6,0,78,-22.2,2.3
2017,2,25,20:10,UTC,997.7,,77,-22.6,1.9
2017,2,25,20:20,UTC,997.7,,78,-22.8,0.8
2017,2,25,20:30,UTC,997.9,,78,-23,1.1
2017,2,25,20:40,UTC,998,,77,-23.3,1.8
2017,2,25,20:50,UTC,998.2,,77,-23.7,2.2
2017,2,25,21:00,UTC,998.3,0,75,-24.3,2.4
2017,2,25,21:10,UTC,998.5,,75,-24.8,2.3
2017,2,25,21:20,UTC,998.5,,77,-24.9,1.7
2017,2,25,21:30,UTC,998.6,,77,-25,2.3
2017,2,25,21:40,UTC,998.6,,77,-25.2,1.7
2017,2,25,21:50,UTC,998.6,,76,-25.4,1.9
2017,2,25,22:00,UTC,998.7,0,77,-25.5,2.2
2017,2,25,22:10,UTC,998.7,,78,-25.5,2.4
2017,2,25,22:20,UTC,998.7,,77,-25.6,2.5
2017,2,25,22:30,UTC,998.8,,78,-25.6,2.8
2017,2,25,22:40,UTC,998.8,,78,-25.6,2.4
2017,2,25,22:50,UTC,999,,78,-25.6,1.9
2017,2,25,23:00,UTC,999,0,78,-25.5,1.9
2017,2,25,23:10,UTC,999.1,,79,-25.5,2.2
2017,2,25,23:20,UTC,999.2,,78,-25.5,2.1
2017,2,25,23:30,UTC,999.2,,78,-25.6,1.7
2017,2,25,23:40,UTC,999.3,,77,-25.7,0.7
2017,2,25,23:50,UTC,999.2,,77,-25.7,1.1
2017,2,26,00:00,UTC,999.2,0,77,-25.8,1.6
2017,2,26,00:10,UTC,999.3,,77,-25.9,1.5
2017,2,26,00:20,UTC,999.4,,77,-25.9,1.3
2017,2,26,00:30,UTC,999.5,,77,-26,1.7
2017,2,26,00:40,UTC,999.4,,77,-26.1,2
2017,2,26,00:50,UTC,999.6,,77,-26.1,2
2017,2,26,01:00,UTC,999.6,0,77,-26.2,1.2
2017,2,26,01:10,UTC,999.8,,77,-26.2,1.8
2017,2,26,01:20,UTC,999.8,,77,-26.2,1.9
2017,2,26,01:30,UTC,999.7,,77,-26.3,2.1
2017,2,26,01:40,UTC,999.7,,77,-26.4,1.8
2017,2,26,01:50,UTC,999.8,,76,-26.5,1.8
2017,2,26,02:00,UTC,1000,0,76,-26.6,2.2
2017,2,26,02:10,UTC,999.9,,77,-26.7,2.2
2017,2,26,02:20,UTC,1000,,76,-26.8,1.9
2017,2,26,02:30,UTC,1000,,76,-26.9,2.6
2017,2,26,02:40,UTC,1000,,76,-27.1,1.9
2017,2,26,02:50,UTC,1000,,76,-27.1,2.4
2017,2,26,03:00,UTC,1000,0,76,-27.3,3.1
2017,2,26,03:10,UTC,1000,,75,-27.4,2.8
2017,2,26,03:20,UTC,1000,,75,-27.5,2
2017,2,26,03:30,UTC,999.9,,75,-27.6,1.9
2017,2,26,03:40,UTC,1000,,75,-27.7,0.9
2017,2,26,03:50,UTC,999.9,,75,-27.8,1.7
2017,2,26,04:00,UTC,999.9,0,75,-27.9,1.5
2017,2,26,04:10,UTC,1000,,75,-28,1.9
2017,2,26,04:20,UTC,1000,,75,-28.1,2
2017,2,26,04:30,UTC,1000.1,,74,-28.2,1.5
2017,2,26,04:40,UTC,1000.2,,74,-28.3,1.6
2017,2,26,04:50,UTC,1000.2,,74,-28.4,1.6
2017,2,26,05:00,UTC,1000.1,0,74,-28.5,1.4
2017,2,26,05:10,UTC,1000,,74,-28.6,1.6
2017,2,26,05:20,UTC,1000.1,,74,-28.7,1.6
2017,2,26,05:30,UTC,1000.1,,74,-28.8,1.6
2017,2,26,05:40,UTC,1000,,74,-28.9,1.5
2017,2,26,05:50,UTC,1000,,74,-28.9,1.6
2017,2,26,06:00,UTC,1000,0,76,-28.7,0.9
2017,2,26,06:10,UTC,999.9,,76,-28.3,1.9
2017,2,26,06:20,UTC,1000,,77,-28.1,1.4
2017,2,26,06:30,UTC,1000,,76,-28,2
2017,2,26,06:40,UTC,999.9,,77,-27.9,1.1
2017,2,26,06:50,UTC,1000,,76,-27.8,1.4
2017,2,26,07:00,UTC,1000.1,0,76,-27.7,1.5
2017,2,26,07:10,UTC,1000,,76,-27.5,1.4
2017,2,26,07:20,UTC,1000.1,,76,-27.5,2.2
2017,2,26,07:30,UTC,1000,,75,-27.5,1.8
2017,2,26,07:40,UTC,1000,,77,-27.2,1
2017,2,26,07:50,UTC,1000.1,,77,-27,0.6
2017,2,26,08:00,UTC,1000.1,0,77,-26.7,0.7
2017,2,26,08:10,UTC,1000.2,,78,-26.5,1.4
2017,2,26,08:20,UTC,1000.1,,79,-25.9,1.2
2017,2,26,08:30,UTC,1000.2,,77,-25.8,0.8
2017,2,26,08:40,UTC,1000.1,,77,-25.8,1
2017,2,26,08:50,UTC,1000.1,,78,-25.5,0.9
2017,2,26,09:00,UTC,1000,0,79,-25,1.3
2017,2,26,09:10,UTC,999.9,,81,-24.1,1
2017,2,26,09:20,UTC,999.8,,81,-23.4,0.5
2017,2,26,09:30,UTC,999.9,,79,-23.1,1
2017,2,26,09:40,UTC,999.9,,79,-22.9,1.8
2017,2,26,09:50,UTC,999.9,,79,-22.6,1.6
2017,2,26,10:00,UTC,999.9,0,79,-22.4,1.3
2017,2,26,10:10,UTC,999.8,,80,-22.1,1
2017,2,26,10:20,UTC,999.8,,80,-21.7,0.9
2017,2,26,10:30,UTC,999.7,,81,-21.4,0.7
2017,2,26,10:40,UTC,999.6,,81,-21.1,1.2
2017,2,26,10:50,UTC,999.5,,82,-20.7,0.6
2017,2,26,11:00,UTC,999.5,0,82,-20.4,0.8
2017,2,26,11:10,UTC,999.4,,82,-19.9,0.7
2017,2,26,11:20,UTC,999.5,,82,-19.4,0.9
2017,2,26,11:30,UTC,999.3,,81,-18.8,1.3
2017,2,26,11:40,UTC,999.4,,80,-19,0
2017,2,26,11:50,UTC,999.4,,81,-18.9,0.6
2017,2,26,12:00,UTC,999.3,0,83,-18.5,0.5
2017,2,26,12:10,UTC,999.3,,85,-17.8,0
2017,2,26,12:20,UTC,999.2,,85,-17.4,0
2017,2,26,12:30,UTC,999.2,,84,-17.3,0
2017,2,26,12:40,UTC,999.1,,85,-16.8,0.5
2017,2,26,12:50,UTC,999.1,,85,-16.5,0.7
2017,2,26,13:00,UTC,999.1,0,84,-16.2,0
2017,2,26,13:10,UTC,999.1,,84,-16,1
2017,2,26,13:20,UTC,999,,84,-15.8,0.6
2017,2,26,13:30,UTC,999,,85,-15.6,0.5
2017,2,26,13:40,UTC,999.1,,84,-15.5,0.8
2017,2,26,13:50,UTC,999.1,,85,-15.3,0.9
2017,2,26,14:00,UTC,999,0,85,-15.2,1.4
2017,2,26,14:10,UTC,999,,85,-15,0.8
2017,2,26,14:20,UTC,998.9,,86,-14.9,0
2017,2,26,14:30,UTC,998.9,,86,-14.8,0.5
2017,2,26,14:40,UTC,998.9,,86,-14.7,0.8
2017,2,26,14:50,UTC,998.9,,86,-14.6,1.5
2017,2,26,15:00,UTC,998.8,0,86,-14.6,1.2
2017,2,26,15:10,UTC,998.8,,87,-14.5,1
2017,2,26,15:20,UTC,998.7,,86,-14.5,1.4
2017,2,26,15:30,UTC,998.7,,86,-14.5,1.6
2017,2,26,15:40,UTC,998.7,,86,-14.6,1.3
2017,2,26,15:50,UTC,998.8,,85,-14.8,1.4
2017,2,26,16:00,UTC,998.8,0,84,-15,0.5
2017,2,26,16:10,UTC,998.8,,85,-15.1,0.5
2017,2,26,16:20,UTC,998.8,,86,-15.1,0.6
2017,2,26,16:30,UTC,998.8,,87,-15,1
2017,2,26,16:40,UTC,998.7,,87,-15,1.4
2017,2,26,16:50,UTC,998.7,,86,-15.1,1.5
2017,2,26,17:00,UTC,998.8,0,85,-15.3,0.6
2017,2,26,17:10,UTC,998.8,,85,-15.5,0
2017,2,26,17:20,UTC,998.8,,85,-15.6,1.2
2017,2,26,17:30,UTC,998.9,,85,-15.8,1.7
2017,2,26,17:40,UTC,998.8,,85,-16,1.6
2017,2,26,17:50,UTC,998.8,,85,-16.1,1.4
2017,2,26,18:00,UTC,998.8,0,84,-16.3,1.6
2017,2,26,18:10,UTC,998.8,,85,-16.4,1.5
2017,2,26,18:20,UTC,998.8,,84,-16.6,1.1
2017,2,26,18:30,UTC,998.8,,85,-16.8,1.5
2017,2,26,18:40,UTC,998.8,,84,-17,1.6
2017,2,26,18:50,UTC,998.8,,84,-17.2,1.5
2017,2,26,19:00,UTC,998.8,0,84,-17.4,1.3
2017,2,26,19:10,UTC,998.8,,84,-17.5,0.9
2017,2,26,19:20,UTC,998.8,,84,-17.8,1.6
2017,2,26,19:30,UTC,998.8,,84,-17.9,1.7
2017,2,26,19:40,UTC,998.7,,83,-18.2,1.8
2017,2,26,19:50,UTC,998.7,,83,-18.5,1.8
2017,2,26,20:00,UTC,998.8,0,83,-18.6,1.6
2017,2,26,20:10,UTC,998.8,,83,-18.7,1.8
2017,2,26,20:20,UTC,998.8,,82,-19,1.9
2017,2,26,20:30,UTC,998.8,,85,-18.9,1.1
2017,2,26,20:40,UTC,998.7,,83,-19.1,1.6
2017,2,26,20:50,UTC,998.7,,81,-19.6,2
2017,2,26,21:00,UTC,998.6,0,84,-19.5,2.1
2017,2,26,21:10,UTC,998.6,,84,-19.5,2.4
2017,2,26,21:20,UTC,998.6,,85,-19.4,2
2017,2,26,21:30,UTC,998.6,,83,-19.6,2.2
2017,2,26,21:40,UTC,998.6,,84,-19.6,1.9
2017,2,26,21:50,UTC,998.6,,84,-19.6,2.3
2017,2,26,22:00,UTC,998.6,0,85,-19.6,2.8
2017,2,26,22:10,UTC,998.6,,84,-19.7,2.6
2017,2,26,22:20,UTC,998.6,,83,-19.8,2.3
2017,2,26,22:30,UTC,998.5,,80,-20.2,2.5
2017,2,26,22:40,UTC,998.4,,85,-20.1,2.5
2017,2,26,22:50,UTC,998.3,,88,-19.5,0.9
2017,2,26,23:00,UTC,998.2,0,89,-18.9,2.4
2017,2,26,23:10,UTC,998,,88,-18.7,3.2
2017,2,26,23:20,UTC,998,,87,-18.6,2.7
2017,2,26,23:30,UTC,997.9,,87,-18.5,2.4
2017,2,26,23:40,UTC,997.8,,87,-18.4,2.1
2017,2,26,23:50,UTC,997.7,,87,-18.2,3.3
2017,2,27,00:00,UTC,997.6,0,88,-18,2.5
2017,2,27,00:10,UTC,997.5,,88,-17.7,2.9
2017,2,27,00:20,UTC,997.5,,87,-17.6,3
2017,2,27,00:30,UTC,997.5,,87,-17.7,2.9
2017,2,27,00:40,UTC,997.5,,87,-17.6,3.1
2017,2,27,00:50,UTC,997.5,,86,-17.6,2.8
2017,2,27,01:00,UTC,997.5,0,88,-17.4,2.9
2017,2,27,01:10,UTC,997.6,,87,-17.4,2.7
2017,2,27,01:20,UTC,997.5,,87,-17.3,1.4
2017,2,27,01:30,UTC,997.5,,88,-17,1.9
2017,2,27,01:40,UTC,997.5,,88,-16.9,2.7
2017,2,27,01:50,UTC,997.5,,87,-17,2.6
2017,2,27,02:00,UTC,997.5,0,88,-16.8,3.6
2017,2,27,02:10,UTC,997.5,,88,-16.6,3.3
2017,2,27,02:20,UTC,997.5,,90,-16.3,3.2
2017,2,27,02:30,UTC,997.6,,90,-15.9,3.4
2017,2,27,02:40,UTC,997.6,,90,-15.6,2.5
2017,2,27,02:50,UTC,997.6,,90,-15.4,1.5
2017,2,27,03:00,UTC,997.6,0.1,91,-15.2,1.8
2017,2,27,03:10,UTC,997.6,,90,-15,1.6
2017,2,27,03:20,UTC,997.6,,91,-14.7,2
2017,2,27,03:30,UTC,997.6,,91,-14.5,2.7
2017,2,27,03:40,UTC,997.6,,91,-14.3,2.5
2017,2,27,03:50,UTC,997.6,,91,-14,2.4
2017,2,27,04:00,UTC,997.7,0.1,90,-14,2.4
2017,2,27,04:10,UTC,997.6,,91,-13.9,1.5
2017,2,27,04:20,UTC,997.6,,90,-13.8,0.7
2017,2,27,04:30,UTC,997.6,,91,-13.5,0.6
2017,2,27,04:40,UTC,997.7,,92,-13.3,1.6
2017,2,27,04:50,UTC,997.7,,91,-13.2,1.9
2017,2,27,05:00,UTC,997.7,0.2,91,-13,1.6
2017,2,27,05:10,UTC,997.8,,91,-13,0.9
2017,2,27,05:20,UTC,997.8,,90,-13,1
2017,2,27,05:30,UTC,998,,90,-13.1,1.2
2017,2,27,05:40,UTC,998,,90,-13.1,0
2017,2,27,05:50,UTC,998,,90,-13,0.5
2017,2,27,06:00,UTC,998,0,90,-12.9,0.8
2017,2,27,06:10,UTC,998.1,,90,-12.8,0.7
2017,2,27,06:20,UTC,998.1,,91,-12.6,0.8
2017,2,27,06:30,UTC,998.2,,92,-12.4,1.3
2017,2,27,06:40,UTC,998.3,,92,-12.1,2.4
2017,2,27,06:50,UTC,998.4,,92,-11.9,2.2
2017,2,27,07:00,UTC,998.6,0,93,-11.6,2.1
2017,2,27,07:10,UTC,998.6,,93,-11.3,2.5
2017,2,27,07:20,UTC,998.7,,93,-11,2.2
2017,2,27,07:30,UTC,998.7,,92,-10.9,2
2017,2,27,07:40,UTC,998.8,,93,-10.5,2.6
2017,2,27,07:50,UTC,998.8,,94,-10.1,2.2
2017,2,27,08:00,UTC,998.9,0,94,-9.8,2.4
2017,2,27,08:10,UTC,999,,94,-9.5,2.4
2017,2,27,08:20,UTC,999.1,,94,-9.2,2.7
2017,2,27,08:30,UTC,999.1,,94,-9,2.8
2017,2,27,08:40,UTC,999.2,,94,-8.7,2.8
2017,2,27,08:50,UTC,999.3,,94,-8.6,3
2017,2,27,09:00,UTC,999.3,0,94,-8.2,2.9
2017,2,27,09:10,UTC,999.3,,94,-7.9,2.2
2017,2,27,09:20,UTC,999.4,,95,-7.6,1
2017,2,27,09:30,UTC,999.4,,94,-7.4,0.8
2017,2,27,09:40,UTC,999.5,,95,-7.2,1
2017,2,27,09:50,UTC,999.5,,95,-7,1.7
2017,2,27,10:00,UTC,999.6,0,95,-6.7,1.7
2017,2,27,10:10,UTC,999.6,,95,-6.5,1.7
2017,2,27,10:20,UTC,999.6,,94,-6.2,1.6
2017,2,27,10:30,UTC,999.6,,93,-6.3,1.9
2017,2,27,10:40,UTC,999.6,,93,-6.1,2.5
2017,2,27,10:50,UTC,999.7,,94,-6,2.6
2017,2,27,11:00,UTC,999.8,0,94,-5.8,2
2017,2,27,11:10,UTC,999.8,,94,-5.3,1.8
2017,2,27,11:20,UTC,999.9,,94,-5,1.3
2017,2,27,11:30,UTC,999.9,,94,-4.4,1.2
2017,2,27,11:40,UTC,999.9,,93,-4.3,1.6
2017,2,27,11:50,UTC,999.9,,94,-4.2,1.9
2017,2,27,12:00,UTC,1000,0,94,-4,1.5
2017,2,27,12:10,UTC,1000,,94,-3.9,2.5
2017,2,27,12:20,UTC,1000,,94,-3.8,2.8
2017,2,27,12:30,UTC,1000,,94,-3.7,2.7
2017,2,27,12:40,UTC,1000,,94,-3.5,2.4
2017,2,27,12:50,UTC,1000,,94,-3.5,1.9
2017,2,27,13:00,UTC,1000.1,0,94,-3.6,1.9
2017,2,27,13:10,UTC,1000.1,,94,-3.6,1.5
2017,2,27,13:20,UTC,1000.1,,94,-3.6,1.2
2017,2,27,13:30,UTC,1000,,94,-3.6,1.1
2017,2,27,13:40,UTC,1000,,93,-3.6,1
2017,2,27,13:50,UTC,999.9,,93,-3.6,0.9
2017,2,27,14:00,UTC,999.9,0,94,-3.6,0.7
2017,2,27,14:10,UTC,999.9,,94,-3.6,0.9
2017,2,27,14:20,UTC,999.8,,94,-3.7,0.8
2017,2,27,14:30,UTC,999.8,,94,-3.8,1.3
2017,2,27,14:40,UTC,999.9,,94,-4,1
2017,2,27,14:50,UTC,1000,,94,-4.1,0
2017,2,27,15:00,UTC,1000,0,94,-4.2,0.5
2017,2,27,15:10,UTC,1000,,94,-4.3,0.7
2017,2,27,15:20,UTC,1000,,94,-4.4,0.7
2017,2,27,15:30,UTC,999.9,,95,-4.4,0
2017,2,27,15:40,UTC,999.9,,94,-4.6,0.5
2017,2,27,15:50,UTC,999.9,,94,-4.9,0.8
2017,2,27,16:00,UTC,999.9,0,94,-5.2,2.1
2017,2,27,16:10,UTC,1000,,94,-5.3,2.3
2017,2,27,16:20,UTC,1000,,94,-5.4,2.6
2017,2,27,16:30,UTC,999.9,,94,-5.4,2.3
2017,2,27,16:40,UTC,999.9,,94,-5.6,0.6
2017,2,27,16:50,UTC,999.9,,94,-5.7,1.6
2017,2,27,17:00,UTC,1000,0,94,-5.7,2.2
2017,2,27,17:10,UTC,1000,,94,-5.8,1.9
2017,2,27,17:20,UTC,1000,,94,-5.8,0.5
2017,2,27,17:30,UTC,999.9,,94,-5.9,1.3
2017,2,27,17:40,UTC,999.9,,94,-6,2
2017,2,27,17:50,UTC,999.9,,94,-6.1,1.8
2017,2,27,18:00,UTC,999.9,0,94,-6.2,2.3
2017,2,27,18:10,UTC,1000,,94,-6.4,2.8
2017,2,27,18:20,UTC,1000.1,,94,-6.4,2.5
2017,2,27,18:30,UTC,1000.1,,94,-6.5,2.1
2017,2,27,18:40,UTC,1000,,94,-6.5,2
2017,2,27,18:50,UTC,1000,,94,-6.5,2.3
2017,2,27,19:00,UTC,1000,0,94,-6.5,2.2
2017,2,27,19:10,UTC,999.9,,94,-6.6,2.1
2017,2,27,19:20,UTC,999.9,,94,-6.6,2.5
2017,2,27,19:30,UTC,1000,,94,-6.7,2.9
2017,2,27,19:40,UTC,1000,,95,-6.6,2.6
2017,2,27,19:50,UTC,999.9,,95,-6.5,3.2
2017,2,27,20:00,UTC,999.9,0,95,-6.4,2.4
2017,2,27,20:10,UTC,999.9,,95,-6.3,2.8
2017,2,27,20:20,UTC,999.9,,95,-6.4,2.4
2017,2,27,20:30,UTC,999.9,,95,-6.4,2.9
2017,2,27,20:40,UTC,999.8,,94,-6.4,3
2017,2,27,20:50,UTC,999.8,,94,-6.4,2.7
2017,2,27,21:00,UTC,999.9,0,94,-6.6,2.3
2017,2,27,21:10,UTC,999.9,,94,-6.7,2.5
2017,2,27,21:20,UTC,1000,,93,-6.8,1.8
2017,2,27,21:30,UTC,1000,,94,-6.8,1.1
2017,2,27,21:50,UTC,1000,,94,-7,3
2017,2,27,22:00,UTC,1000.1,0,93,-7.2,3
2017,2,27,22:10,UTC,1000,,94,-7.1,3.1
2017,2,27,22:20,UTC,999.9,,94,-7.1,3.3
2017,2,27,22:30,UTC,999.9,,94,-7.3,3.3
2017,2,27,22:40,UTC,1000,,94,-7.3,2.4
2017,2,27,22:50,UTC,1000,,93,-7.4,3.3
2017,2,27,23:00,UTC,1000,0,92,-7.7,3.9
2017,2,27,23:10,UTC,999.9,,92,-7.9,3.3
2017,2,27,23:20,UTC,1000,,92,-8,3.9
2017,2,27,23:30,UTC,1000,,92,-8.2,4
2017,2,27,23:40,UTC,1000,,91,-8.4,3.8
2017,2,27,23:50,UTC,999.8,,91,-8.8,3.9
2017,2,28,00:00,UTC,999.7,0,91,-9,3.4
2017,2,28,00:10,UTC,999.8,,89,-9.5,3.3
2017,2,28,00:20,UTC,999.9,,89,-10,3.5
2017,2,28,00:30,UTC,999.9,,90,-10.2,3.5
2017,2,28,00:40,UTC,1000,,89,-10.7,2.7
2017,2,28,00:50,UTC,1000,,89,-11.2,3
2017,2,28,01:00,UTC,1000,0,89,-11.5,3.2
2017,2,28,01:10,UTC,1000,,89,-11.8,3.4
2017,2,28,01:20,UTC,1000,,90,-12,4
2017,2,28,01:30,UTC,999.9,,90,-12.1,3
2017,2,28,01:40,UTC,999.7,,88,-12.5,2.7
2017,2,28,01:50,UTC,999.9,,87,-12.9,2
2017,2,28,02:00,UTC,999.9,0,87,-13.3,2.9
2017,2,28,02:10,UTC,999.9,,88,-13.5,3.5
2017,2,28,02:20,UTC,1000,,88,-13.7,3.7
2017,2,28,02:30,UTC,1000,,88,-14.1,3.5
2017,2,28,02:40,UTC,1000.1,,87,-14.4,3.3
2017,2,28,02:50,UTC,1000.1,,86,-15,3
2017,2,28,03:00,UTC,1000.1,0,86,-15.4,3.3
2017,2,28,03:10,UTC,1000.2,,86,-15.7,3.5
2017,2,28,03:20,UTC,1000.1,,86,-16,3.5
2017,2,28,03:30,UTC,1000.1,,87,-16,3.1
2017,2,28,03:40,UTC,1000,,88,-16.1,3.8
2017,2,28,03:50,UTC,1000.1,,88,-16.2,2.6
2017,2,28,04:00,UTC,1000.2,0,87,-16.4,4.1
2017,2,28,04:10,UTC,1000.3,,86,-16.8,3.7
2017,2,28,04:20,UTC,1000.4,,86,-17.2,3.4
2017,2,28,04:30,UTC,1000.3,,86,-17.3,1.6
2017,2,28,04:40,UTC,1000.4,,87,-17.4,2.4
2017,2,28,04:50,UTC,1000.4,,86,-17.5,3
2017,2,28,05:00,UTC,1000.4,0,85,-17.8,2.7
2017,2,28,05:10,UTC,1000.5,,85,-18,2.7
2017,2,28,05:20,UTC,1000.5,,85,-18.1,1.6
2017,2,28,05:30,UTC,1000.6,,84,-18.3,1.9
2017,2,28,05:40,UTC,1000.6,,84,-18.6,2.2
2017,2,28,05:50,UTC,1000.7,,83,-18.7,2.1
2017,2,28,06:00,UTC,1000.8,0,84,-18.9,1.8
2017,2,28,06:10,UTC,1000.8,,84,-19,1.9
2017,2,28,06:20,UTC,1000.9,,84,-19.1,2.6
2017,2,28,06:30,UTC,1000.9,,84,-19.1,2.5
2017,2,28,06:40,UTC,1001,,85,-18.9,2.6
2017,2,28,06:50,UTC,1001,,85,-18.8,2.6
2017,2,28,07:00,UTC,1001,0,86,-18.7,2.2
2017,2,28,07:10,UTC,1001,,85,-18.6,3.2
2017,2,28,07:20,UTC,1001,,86,-18.4,3
2017,2,28,07:30,UTC,1001.1,,86,-18.1,2
2017,2,28,07:40,UTC,1001.1,,87,-17.9,2
2017,2,28,07:50,UTC,1001.1,,87,-17.7,2.2
2017,2,28,08:00,UTC,1001.1,0,87,-17.5,1.4
2017,2,28,08:10,UTC,1001.2,,87,-17.3,1.7
2017,2,28,08:20,UTC,1001.3,,86,-17.3,2.1
2017,2,28,08:30,UTC,1001.3,,85,-17.4,2.5
2017,2,28,08:40,UTC,1001.4,,85,-17.4,2.4
2017,2,28,08:50,UTC,1001.4,,85,-17.5,2.5
2017,2,28,09:00,UTC,1001.5,0,86,-17.2,2.2
2017,2,28,09:10,UTC,1001.4,,86,-16.9,2.6
2017,2,28,09:20,UTC,1001.5,,87,-16.3,2.4
2017,2,28,09:30,UTC,1001.3,,86,-16.2,2.4
2017,2,28,09:40,UTC,1001.4,,86,-16.1,2.5
2017,2,28,09:50,UTC,1001.5,,87,-15.9,2.2
2017,2,28,10:00,UTC,1001.5,0,87,-15.6,1.4
2017,2,28,10:10,UTC,1001.5,,89,-14.8,1
2017,2,28,10:20,UTC,1001.5,,88,-14.2,1
2017,2,28,10:30,UTC,1001.5,,87,-13.9,0.9
2017,2,28,10:40,UTC,1001.5,,87,-13.6,1.3
2017,2,28,10:50,UTC,1001.5,,87,-13.3,2.2
2017,2,28,11:00,UTC,1001.5,0,86,-13.1,1.6
2017,2,28,11:10,UTC,1001.6,,87,-12.7,2.2
2017,2,28,11:20,UTC,1001.6,,86,-12.5,1.8
2017,2,28,11:30,UTC,1001.6,,85,-12.4,1.9
2017,2,28,11:40,UTC,1001.5,,85,-12.5,2.2
2017,2,28,11:50,UTC,1001.5,,85,-12.5,2
2017,2,28,12:00,UTC,1001.4,0,85,-12.5,2.2
2017,2,28,12:10,UTC,1001.4,,86,-12.2,1
2017,2,28,12:20,UTC,1001.4,,86,-12.1,1.9
2017,2,28,12:30,UTC,1001.3,,87,-11.8,2.4
